timestamp,open,high,low,close,volume,bid_volume,ask_volume,num_ticks,avg_spread,best_bid,best_ask
13:48:00,115186.95,115246.65,115186.7,115246.65,4315.909576,1524.918152,2790.991424,597,12216.42211,109171.2,121322.1
13:49:00,115246.65,115275.45,115213.95,115213.95,4762.449691,2473.782403,2288.667288,594,12152.73485,109105.8,121322.1
13:50:00,115211.9,115211.9,115178.45,115191.45,4931.72675,2570.026028,2361.700722,595,12247.42605,109060.8,121322.1
13:51:00,115191.45,115219.05,115184.3,115184.3,4551.229668,2026.765221,2524.464447,592,12245.07973,109046.5,121322.1
13:52:00,115184.3,115193.85,115175.7,115179.45,5554.321191,3253.307103,2301.014088,582,12279.02302,109036.8,121322.1
13:53:00,115179.45,115196.25,115171.15,115196.25,4445.341322,1842.419805,2602.921516,583,12283.5494,109070.4,121322.1
13:54:00,115196.25,115216.65,115175.9,115178.05,4772.196034,2088.379012,2683.817022,591,12246.49915,109034,121322.1
13:55:00,115178.05,115178.05,115135.1,115150.65,4676.987771,2225.752273,2451.235497,593,12338.91079,108979.2,121322.1
13:56:00,115150.65,115174.65,115150.65,115169.9,4088.45148,883.5651009,3204.886379,588,12316.89014,109017.7,121322.1
13:57:00,115169.9,115195.05,115169.9,115192.7,4217.523539,1475.984229,2741.53931,598,12275.39833,109063.3,121322.1
13:58:00,115191.5,115192.65,115166.3,115172.25,5094.803269,2828.704537,2266.098732,593,12282.0231,109022.4,121322.1
13:59:00,115172.25,115181.85,115172.25,115172.35,4537.780533,1971.71006,2566.070472,585,12293.77487,109022.6,121322.1
14:00:00,115172.35,115225.05,115169.9,115224.55,4097.573488,1222.346212,2875.227276,599,12236.11235,109127,121322.1
14:01:00,115224.55,115253.85,115214.3,115220.3,4294.119413,1910.331318,2383.788095,597,12186.13869,109118.5,121322.1
14:02:00,115220.3,115253.5,115214.3,115235.9,3829.349346,912.4652215,2916.884124,592,12183.33142,109149.7,121322.1
14:03:00,115235.9,115259.85,115230.5,115230.5,3763.612515,1188.898877,2574.713638,592,12155.82787,109138.9,121322.1
14:04:00,115230.5,115238.25,115213.1,115235.85,4019.076435,1156.941547,2862.134888,594,12190.64495,109149.6,121322.1
14:05:00,115233.1,115289.85,115227.5,115281.5,4216.098277,944.3884496,3271.709827,597,12110.69732,109240.9,121322.1
14:06:00,115281.5,115298.25,115262.3,115271.85,4441.519845,1886.373348,2555.146496,594,12080.83552,109221.6,121322.1
14:07:00,115271.85,115277.85,115258.7,115258.7,4459.469825,2145.232081,2314.237743,586,12109.39829,109195.3,121322.1
14:08:00,115257.5,115270.05,115244.3,115244.3,4562.812235,2227.837917,2334.974318,595,12131.98622,109166.5,121322.1
14:09:00,115244.3,115258.65,115231.1,115252.65,4555.822024,1880.178319,2675.643705,593,12149.14536,109183.2,121322.1
14:10:00,115252.65,115252.65,115241.9,115241.9,3811.809926,1195.134358,2616.675567,590,12147.13492,109161.7,121322.1
14:11:00,115241.9,115253.45,115221.5,115253.45,4374.601398,1269.401743,3105.199655,594,12164.20404,109184.8,121322.1
14:12:00,115253.85,115289.05,115246.7,115289.05,4544.793742,393.8252358,4150.968506,596,12107.60403,109256,121322.1
14:13:00,115289.05,115294.65,115280.3,115281,4514.531861,1781.085272,2733.446589,580,12073.49207,109239.9,121322.1
14:14:00,115281,115281,115255.1,115268.25,4658.356027,1615.394624,3042.961403,594,12113.83603,109214.4,121322.1
14:15:00,115268.25,115304.25,115268.25,115304.25,4609.22734,1079.99849,3529.228849,585,12082.90479,109286.4,121322.1
14:16:00,115304.25,115328.5,115285.1,115291.1,4661.831168,1891.907506,2769.923662,588,12047.86088,109260.1,121322.1
14:17:00,115291.1,115291.1,115241.9,115244.25,4953.54882,2366.716246,2586.832574,592,12114.71453,109166.4,121322.1
14:18:00,115244.25,115246.65,115191.5,115209.45,4795.056192,2164.986485,2630.069707,595,12220.61462,109096.8,121322.1
14:19:00,115209.45,115235.85,115186.7,115193.85,4604.26846,1695.087992,2909.180468,598,12225.14281,109065.6,121322.1
14:20:00,115193.85,115195.05,115148.3,115184.05,4561.080057,1843.717012,2717.363045,596,12311.05973,109046,121322.1
14:21:00,115184.05,115191.45,115167.5,115180.7,4247.084702,1703.538794,2543.545908,590,12285.26102,109039.3,121322.1
14:22:00,115180.7,115189.05,115176.05,115180.7,4183.093359,1578.40205,2604.691309,592,12278.27297,109039.3,121322.1
14:23:00,115180.7,115222.65,115180.7,115216.7,3997.586312,603.1122092,3394.474103,585,12241.89726,109111.3,121322.1
14:24:00,115216.7,115227.45,115213.1,115214.3,4470.96578,1848.540369,2622.425411,594,12204.28855,109106.5,121322.1
14:25:00,115214.3,115237.05,115187.9,115191.45,4520.838936,1794.104894,2726.734042,595,12222.14067,109060.8,121322.1
14:26:00,115191.45,115191.45,115165.6,115182.15,4245.935778,1745.410987,2500.52479,589,12286.04414,109042.2,121322.1
14:27:00,115182.15,115182.2,115167.5,115175.85,4344.905434,2019.565904,2325.339529,584,12290.19401,109029.6,121322.1
14:28:00,115175.85,115175.85,115159.1,115162.65,4443.152904,2238.423791,2204.729113,579,12317.10777,109003.2,121322.1
14:29:00,115162.65,115190.25,115161.5,115190.25,3386.15698,611.2520155,2774.904964,575,12306.77757,109058.4,121322.1
14:30:00,115190.25,115222.65,115153.45,115155.45,5157.149512,2735.106999,2422.042513,588,12267.99048,108988.8,121322.1
14:31:00,115155.45,115162.65,115153.1,115154.3,4186.537503,1583.331575,2603.205928,589,12322.85739,108986.5,121322.1
14:32:00,115154.3,115154.3,115108.7,115108.7,5273.365853,3165.775696,2107.590157,596,12382.40117,108895.3,121322.1
14:33:00,115108.7,115121.75,115090.7,115097.9,4671.974751,2395.9998,2275.974951,598,12441.84348,108873.7,121322.1
14:34:00,115097.9,115112.25,115093.1,115093.1,4757.68381,2467.218314,2290.465496,590,12446.37373,108864.1,121322.1
14:35:00,115093.1,115137.45,115070.3,115128.05,4100.914585,1680.474885,2420.4397,597,12440.24271,108934,121322.1
14:36:00,115128.05,115129.05,115105.1,115123.05,4036.64779,1481.69169,2554.9561,592,12412.2902,108924,121322.1
14:37:00,115123.05,115175.85,115123.05,115173.5,4032.542504,450.9051782,3581.637326,597,12328.22362,109024.9,121322.1
14:38:00,115173.5,115185.45,115167.5,115180.7,4052.468136,1010.68125,3041.786886,595,12284.70487,109039.3,121322.1
14:39:00,115180.7,115195.05,115175.9,115186.7,4076.791818,643.823806,3432.968012,586,12276.83276,109051.3,121322.1
14:40:00,115186.7,115186.7,115167.5,115185.45,4110.252243,1615.639397,2494.612845,591,12286.03587,109048.8,121322.1
14:41:00,115185.45,115186.65,115160.3,115177.05,4104.036101,1771.439412,2332.596689,592,12304.8272,109032,121322.1
14:42:00,115177.05,115204.65,115177.05,115193.9,3463.024102,867.7222787,2595.301823,596,12260.97265,109065.7,121322.1
14:43:00,115193.9,115193.9,115181.9,115181.9,5012.953272,3069.364151,1943.589122,581,12276.8475,109041.7,121322.1
14:44:00,115181.9,115206.05,115181.9,115204.7,4158.751828,828.2705464,3330.481282,576,12252.63993,109087.3,121322.1
14:45:00,115204.7,115205.95,115179.5,115180.1,4538.803576,2179.397783,2359.405793,592,12259.51588,109038.1,121322.1
14:46:00,115180.1,115181.85,115153.1,115168.7,4010.973548,1607.931071,2403.042476,592,12305.47922,109015.3,121322.1
14:47:00,115168.7,115169.85,115136.3,115145.1,4033.843581,1539.683886,2494.159695,591,12345.16176,108968.1,121322.1
14:48:00,115145.1,115150.65,115091.75,115097.05,4313.085612,1871.535955,2441.549658,599,12419.90601,108872,121322.1
14:49:00,115097.05,115126.65,115095.5,115124.3,3608.533104,676.0329177,2932.500187,594,12424.96818,108926.5,121322.1
14:50:00,115124.3,115145.85,115107.5,115145.85,4055.339032,1495.973739,2559.365293,590,12397.61949,108969.6,121322.1
14:51:00,115145.85,115207.05,115145.85,115196.25,3626.500167,775.8346557,2850.665511,593,12283.157,109070.4,121322.1
14:52:00,115196.25,115228.65,115191.5,115198.7,3949.978476,1277.471921,2672.506555,595,12227.34437,109075.3,121322.1
14:53:00,115198.7,115202.25,115179.5,115195.05,4075.234183,1482.794413,2592.43977,589,12264.60136,109068,121322.1
14:54:00,115195.05,115213.05,115195.05,115211.85,3788.845211,747.3414538,3041.503757,589,12230.31205,109101.6,121322.1
14:55:00,115211.85,115253.85,115211.85,115253.85,4084.645243,425.4551841,3659.190059,594,12169.80438,109185.6,121322.1
14:56:00,115253.85,115269.45,115253.85,115268.25,3800.850038,640.4747083,3160.37533,594,12118.88586,109214.4,121322.1
14:57:00,115268.25,115268.25,115258.7,115258.7,3687.491148,1049.80196,2637.689188,579,12121.1494,109195.3,121322.1
14:58:00,115258.7,115259.85,115245.5,115250.3,3568.735909,1065.372455,2503.363454,575,12134.46522,109178.5,121322.1
14:59:00,115249.1,115249.1,115231.1,115235.05,4179.916353,1543.916694,2635.999659,588,12167.99167,109148,121322.1
15:00:00,115235.05,115250.25,115228.85,115246.65,4316.946783,1162.493092,3154.453691,596,12165.47416,109171.2,121322.1
15:01:00,115246.65,115265.85,115246.1,115246.1,4391.334338,970.1781001,3421.156238,591,12135.20034,109170.1,121322.1
15:02:00,115246.1,115246.1,115232.3,115244.25,3983.343338,1298.339284,2685.004054,579,12169.0563,109166.4,121322.1
15:03:00,115244.25,115277,115240.7,115277,3962.632965,555.1041461,3407.528819,593,12134.90371,109231.9,121322.1
15:04:00,115277,115310.55,115271.9,115295.9,3989.43911,431.1705899,3558.26852,586,12068.11536,109269.7,121322.1
15:05:00,115295.9,115346.6,115293.5,115323.5,4529.549453,664.0233921,3865.526061,596,11993.64698,109324.9,121322.1
15:06:00,115323.5,115334.45,115291.1,115295.2,4095.35653,1340.63369,2754.72284,599,12013.84274,109268.3,121322.1
15:07:00,115295.2,115295.2,115270.7,115281.2,4410.37801,1069.737435,3340.640575,588,12087.36905,109240.3,121322.1
15:08:00,115281.2,115283.55,115258.7,115265.85,4389.124311,1650.53095,2738.593361,596,12105.64144,109209.6,121322.1
15:09:00,115265.85,115267.05,115240.7,115251.45,4286.620851,1707.862577,2578.758274,585,12137.05402,109180.8,121322.1
15:10:00,115251.45,115267.05,115207.1,115210.65,4474.728687,2084.571663,2390.157024,600,12173.33917,109099.2,121322.1
15:11:00,115210.65,115226.25,115154.3,115190.25,4238.569255,1644.074379,2594.494876,598,12263.31706,109058.4,121322.1
15:12:00,115190.25,115208.25,115187.9,115203.45,4003.840612,1398.125036,2605.715577,596,12246.61577,109084.8,121322.1
15:13:00,115203.45,115227.45,115203.45,115217.9,4432.71856,1990.002084,2442.716475,593,12201.32867,109113.7,121322.1
15:14:00,115217.9,115237.05,115211.9,115213.2,4639.432685,1852.786932,2786.645753,591,12189.95245,109104.3,121322.1
15:15:00,115213.2,115219.05,115175.9,115175.9,4355.503822,1880.69116,2474.812662,593,12247.56661,109029.7,121322.1
15:16:00,115174.7,115199.85,115174.7,115198.65,3990.108984,962.300214,3027.80877,591,12270.43519,109075.2,121322.1
15:17:00,115198.65,115209.45,115190.3,115198.65,4277.540022,1362.218507,2915.321515,595,12248.88218,109075.2,121322.1
15:18:00,115198.65,115214.25,115192.7,115210.1,3990.082494,1038.899696,2951.182798,592,12233.27365,109098.1,121322.1
15:19:00,115210.1,115210.1,115135.1,115155.45,4040.708128,1619.956437,2420.75169,593,12323.20135,108988.8,121322.1
15:20:00,115155.45,115155.45,115114.7,115114.7,4169.789119,2106.157232,2063.631887,590,12392.30254,108907.3,121322.1
15:21:00,115114.7,115125.65,115112.45,115123.15,4025.313352,1638.118545,2387.194807,587,12404.55281,108924.2,121322.1
15:22:00,115123.15,115123.15,115108.7,115108.7,3574.974561,1235.277071,2339.697489,595,12412.37445,108895.3,121322.1
15:23:00,115108.7,115108.7,115033.1,115034.3,3994.672518,1634.508778,2360.16374,600,12516.6635,108746.5,121322.1
15:24:00,115034.3,115034.3,115017.2,115025.85,4246.273745,1766.550481,2479.723265,596,12601.42466,108729.6,121322.1
15:25:00,115025.85,115039.05,115000.7,115001.9,4252.015714,1972.468404,2279.54731,588,12600.74864,108681.7,121322.1
15:26:00,115001.9,115027.05,114987.5,115027.05,4144.963744,1771.888487,2373.075257,597,12625.3531,108732,121322.1
15:27:00,115027.05,115036.65,115010.3,115021.05,4741.537367,2468.309988,2273.227378,596,12599.24614,108720,121322.1
15:28:00,115021.05,115027.05,115013.9,115013.9,4648.546947,2439.290352,2209.256595,593,12604.68432,108705.7,121322.1
15:29:00,115013.9,115014.05,115003.1,115013.85,4600.87924,1906.293656,2694.585583,595,12625.72487,108705.6,121322.1
15:30:00,115013.85,115034.25,115013.85,115021.1,4346.622855,1842.878236,2503.744619,598,12601.77375,108720.1,121322.1
15:31:00,115021.1,115031.05,115018.7,115018.7,4588.060887,2179.557382,2408.503504,591,12593.36599,108715.3,121322.1
15:32:00,115018.7,115018.7,114974.3,114974.3,4919.108881,2935.563804,1983.545077,593,12651.87656,108626.5,121322.1
15:33:00,114974.3,115001.85,114961.1,115001.85,4476.613743,1453.953709,3022.660034,599,12689.91235,108681.6,121322.1
15:34:00,115001.85,115027.05,115001.85,115004.3,3594.272316,1197.731644,2396.540672,588,12618.84048,108686.5,121322.1
15:35:00,115004.3,115028.55,114999.5,115010.25,4719.579629,2011.805466,2707.774163,596,12621.40134,108698.4,121322.1
15:36:00,115010.25,115058.05,115010.25,115051.05,3982.065318,928.2493656,3053.815952,595,12571.99328,108780,121322.1
15:37:00,115051.05,115076.25,115051.05,115073.85,3722.278357,958.1160049,2764.162352,597,12505.10737,108825.6,121322.1
15:38:00,115073.85,115095.45,115073.85,115085.9,3627.932196,707.62889,2920.303306,594,12471.3931,108849.7,121322.1
15:39:00,115085.9,115085.9,115042.7,115045.05,4987.177586,2951.053274,2036.124312,591,12519.31421,108768,121322.1
15:40:00,115045.05,115060.65,115040.3,115045.05,4143.731879,1570.614774,2573.117105,590,12551.58661,108768,121322.1
